time,seconds_elapsed,z,y,x
1705467138758844700,0.1898447265625,-0.0038941511884331703,-0.05207473039627075,-0.06620056927204132
1705467138777460200,0.208460205078125,-0.008780929259955883,-0.09361234307289124,-0.08880192041397095
1705467138796077300,0.227077392578125,-0.007559234742075205,-0.09361234307289124,-0.06314633786678314
1705467138814693000,0.245693115234375,-0.0038941511884331703,-0.06795676052570343,-0.016111096367239952
1705467138833310200,0.264310302734375,-0.008780929259955883,-0.04718795046210289,0.008322793990373611
1705467138851925800,0.28292578125,-0.013667707331478596,-0.05635065957903862,-0.002672456670552492
1705467138870543000,0.301543212890625,-0.014278554357588291,-0.07040014863014221,-0.04359922185540199
1705467138889158700,0.32015869140625,-0.014278554357588291,-0.08017370104789734,-0.09124530851840973
1705467138907776000,0.33877587890625,-0.002061609411612153,-0.10033166408538818,-0.11934428662061691
1705467138926391600,0.3573916015625,0.009544488042593002,-0.13026317954063416,-0.135226309299469
1705467138945009000,0.3760087890625,0.02053973823785782,-0.14370182156562805,-0.14011308550834656
1705467138963624400,0.39462451171875,0.015042114071547985,-0.01969982497394085,0.03214583545923233
1705467138982241500,0.413241455078125,0.07918107509613037,0.1782146841287613,0.12438376992940903
1705467139000857300,0.431857421875,0.08590039610862732,0.16050012409687042,0.07368344813585281
1705467139019474400,0.450474365234375,0.08162446320056915,0.08353336155414581,-0.09002361446619034
1705467139038090200,0.46909033203125,-0.0008399150101467967,0.041384901851415634,-0.19508934020996094
1705467139056707300,0.487707275390625,-0.07047650218009949,0.07925742864608765,-0.1492757946252823
1705467139075323100,0.5063232421875,-0.08758022636175156,0.11346487700939178,-0.04421006888151169
1705467139093940200,0.524940185546875,-0.0955212414264679,0.025502873584628105,-0.058870404958724976
1705467139112555800,0.5435556640625,-0.12972868978977203,-0.09361234307289124,-0.1083490327000618
1705467139131173000,0.562173095703125,-0.12728530168533325,-0.04718795046210289,-0.10040801763534546
1705467139149788700,0.58078857421875,-0.13950224220752716,0.031000498682260513,-0.06253548711538315
1705467139168406000,0.599406005859375,-0.14194563031196594,0.04932591691613197,-0.031382277607917786
1705467139187021600,0.618021484375,-0.09979717433452606,0.03649812191724777,-0.049707695841789246
1705467139205639000,0.636638916015625,-0.06620056927204132,0.007177455350756645,-0.10407309979200363
1705467139224254500,0.65525439453125,-0.05154023692011833,-0.03924693539738655,-0.14377817511558533
1705467139242871800,0.673871826171875,-0.04909684881567955,-0.09361234307289124,-0.1217876747250557
1705467139261487400,0.6924873046875,-0.008170082233846188,-0.10399674624204636,-0.0552053228020668
1705467139280104400,0.7111044921875,0.013209572061896324,-0.07467607408761978,-0.016111096367239952
1705467139298720300,0.72972021484375,-0.02710634656250477,-0.03802524134516716,-0.016721943393349648
1705467139317337300,0.74833740234375,-0.0552053228020668,-0.006261184345930815,-0.02038702741265297
1705467139335953200,0.766953125,-0.05337277799844742,-0.008093725889921188,0.0022143214009702206
1705467139354570200,0.7855703125,-0.03687990456819534,-0.03130592033267021,0.02053973823785782
1705467139373186000,0.80418603515625,-0.03077143058180809,-0.051463883370161057,0.015652960166335106
1705467139391803100,0.82280322265625,-0.018554486334323883,-0.06795676052570343,-0.0051158457063138485
1705467139410419000,0.8414189453125,-0.010002624243497849,-0.05390727147459984,-0.038101598620414734
1705467139429036000,0.8600361328125,-0.02405211143195629,-0.03558185324072838,-0.0558161698281765
1705467139447651800,0.87865185546875,0.026037365198135376,-0.04963133856654167,-0.05215108394622803
1705467139466269000,0.89726904296875,0.06452073901891708,0.07009471952915192,0.21356746554374695
1705467139484884700,0.915884765625,0.14278554916381836,0.31687700748443604,0.35833826661109924
1705467139503501800,0.934501708984375,0.011377030052244663,0.33764582872390747,0.2844257652759552
1705467139522117600,0.95311767578125,-0.16332527995109558,0.1751604527235031,0.010766183026134968
1705467139540734700,0.971734619140625,-0.32581067085266113,-0.072843536734581,-0.17798562347888947
1705467139559350500,0.9903505859375,-0.32397812604904175,-0.1247655525803566,-0.19081340730190277
1705467139577967600,1.008967529296875,-0.1853157877922058,0.07498150318861008,-0.05459447205066681
1705467139596583400,1.02758349609375,-0.002061609411612153,0.28572380542755127,0.024815669283270836
1705467139615200500,1.046200439453125,0.07795938104391098,0.25945737957954407,-0.06314633786678314
1705467139633816300,1.06481640625,0.09506310522556305,0.026724567636847496,-0.22135578095912933
1705467139652433400,1.083433349609375,0.11835165321826935,-0.23655059933662415,-0.35207709670066833
1705467139671049200,1.10204931640625,0.1629435122013092,-0.27686652541160583,-0.39117130637168884
1705467139689666300,1.120666259765625,0.1776038408279419,-0.2157817929983139,-0.3319191336631775
1705467139708282000,1.1392822265625,0.10857810080051422,-0.1241547018289566,-0.21952323615550995
1705467139726899200,1.157899169921875,-0.002061609411612153,-0.01175880990922451,-0.07902836054563522
1705467139745515000,1.176514892578125,-0.057648710906505585,0.1104106456041336,0.048638712614774704
1705467139764132000,1.195132080078125,-0.07414158433675766,0.15561333298683167,0.11338852345943451
1705467139782748000,1.213747802734375,-0.0692548081278801,0.10308047384023666,0.09506310522556305
1705467139801365000,1.232364990234375,-0.07230904698371887,0.021226942539215088,0.039476003497838974
1705467139819980800,1.250980712890625,-0.07902836054563522,-0.00015271181473508477,0.026037365198135376
1705467139838598000,1.269597900390625,-0.06436803191900253,0.031000498682260513,0.09628479927778244
1705467139857213700,1.288213623046875,-0.017332790419459343,0.06276455521583557,0.21723255515098572
1705467139875830800,1.306830810546875,0.06513158977031708,0.06704048812389374,0.2593810260295868
1705467139894446600,1.325446533203125,0.13240113854408264,0.024281177669763565,0.10300412029027939
1705467139913063700,1.344063720703125,0.12323843687772751,-0.07773031294345856,-0.13828055560588837
1705467139931679500,1.362679443359375,0.08345700800418854,-0.18646112084388733,-0.2757211923599243
1705467139950296600,1.381296630859375,0.08956547826528549,-0.28847262263298035,-0.29893338680267334
1705467139968912400,1.399912353515625,0.11651911586523056,-0.3232909142971039,-0.27388864755630493
1705467139987529500,1.418529541015625,0.07429429888725281,-0.25060009956359863,-0.1987544298171997
1705467140006145300,1.437145263671875,-0.031382277607917786,-0.09972081333398819,-0.06681142002344131
1705467140024762400,1.455762451171875,-0.17004460096359253,0.060932014137506485,0.0883437842130661
